gameDate,weekDay,homeTeam,homeTeamEdition,homeTeamHex,awayTeam,awayTeamEdition,awayTeamHex
01/03/2024,Wednesday,Sacramento Kings,Icon Edition,#000000,Orlando Magic,Association Edition,#ffffff
01/04/2024,Thursday,San Antonio Spurs,Icon Edition,#000000,Milwaukee Bucks,Association Edition,#ffffff
01/04/2024,Thursday,Golden State Warriors,Icon Edition,#1a428a,Denver Nuggets,Association Edition,#ffffff
01/05/2024,Friday,Boston Celtics,Association Edition,#ffffff,Utah Jazz,Statement Edition,#000000
01/05/2024,Friday,Indiana Pacers,Statement Edition,#ffc629,Atlanta Hawks,Icon Edition,#ce0e2d
01/05/2024,Friday,Brooklyn Nets,Statement Edition,#000000,Oklahoma City Thunder,Icon Edition,#0071ce
01/05/2024,Friday,Cleveland Cavaliers,Association Edition,#ffffff,Washington Wizards,City Edition,#000000
01/05/2024,Friday,Philadelphia 76ers,Statement Edition,#ce0e2d,New York Knicks,Icon Edition,#1a428a
01/05/2024,Friday,Chicago Bulls,Association Edition,#ffffff,Charlotte Hornets,Icon Edition,#00758d
01/05/2024,Friday,Houston Rockets,City Edition,#ffffff,Minnesota Timberwolves,City Edition,#236092
01/05/2024,Friday,New Orleans Pelicans,City Edition,#000000,LA Clippers,Association Edition,#ffffff
01/05/2024,Friday,Dallas Mavericks,Icon Edition,#005fae,Portland Trail Blazers,Association Edition,#ffffff
01/05/2024,Friday,Denver Nuggets,Statement Edition,#1a428a,Orlando Magic,Association Edition,#ffffff
01/05/2024,Friday,Phoenix Suns,City Edition,#1D1934,Miami Heat,Association Edition,#ffffff
01/05/2024,Friday,Golden State Warriors,City Edition,#000000,Detroit Pistons,Association Edition,#ffffff
01/05/2024,Friday,Los Angeles Lakers,Statement Edition,#592c82,Memphis Grizzlies,Association Edition,#ffffff
01/05/2024,Friday,Sacramento Kings,Icon Edition,#000000,Toronto Raptors,Association Edition,#ffffff
01/06/2024,Saturday,Indiana Pacers,City Edition,#000000,Boston Celtics,Icon Edition,#007934
01/06/2024,Saturday,Washington Wizards,Statement Edition,#0a2240,New York Knicks,Association Edition,#ffffff
01/06/2024,Saturday,Philadelphia 76ers,City Edition,#0A2240,Utah Jazz,Association Edition,#ffffff
01/06/2024,Saturday,Houston Rockets,City Edition,#ffffff,Milwaukee Bucks,Icon Edition,#295135
01/07/2024,Sunday,Cleveland Cavaliers,Icon Edition,#72253d,San Antonio Spurs,Association Edition,#ffffff
01/07/2024,Sunday,Brooklyn Nets,Statement Edition,#000000,Portland Trail Blazers,Association Edition,#ffffff
01/07/2024,Sunday,Orlando Magic,Classic Edition,#005FAE,Atlanta Hawks,Icon Edition,#ce0e2d
01/07/2024,Sunday,Sacramento Kings,Statement Edition,#592C82,New Orleans Pelicans,Association Edition,#ffffff
01/07/2024,Sunday,Dallas Mavericks,Association Edition,#ffffff,Minnesota Timberwolves,City Edition,#236092
01/07/2024,Sunday,Denver Nuggets,City Edition,#000000,Detroit Pistons,Association Edition,#ffffff
01/07/2024,Sunday,Phoenix Suns,Icon Edition,#201747,Memphis Grizzlies,Association Edition,#ffffff
01/07/2024,Sunday,Golden State Warriors,City Edition,#000000,Toronto Raptors,Association Edition,#ffffff
01/07/2024,Sunday,Los Angeles Lakers,Association Edition,#ffffff,LA Clippers,Statement Edition,#000000
01/08/2024,Monday,Charlotte Hornets,Icon Edition,#00758d,Chicago Bulls,Statement Edition,#000000
01/08/2024,Monday,Indiana Pacers,Association Edition,#ffffff,Boston Celtics,Icon Edition,#007934
01/08/2024,Monday,Washington Wizards,Association Edition,#ffffff,Oklahoma City Thunder,Icon Edition,#0071ce
01/08/2024,Monday,Miami Heat,Association Edition,#ffffff,Houston Rockets,Statement Edition,#000000
01/08/2024,Monday,Milwaukee Bucks,Association Edition,#ffffff,Utah Jazz,Statement Edition,#000000
01/08/2024,Monday,LA Clippers,Icon Edition,#1a428a,Phoenix Suns,Association Edition,#ffffff
01/09/2024,Tuesday,Detroit Pistons,Icon Edition,#1a428a,Sacramento Kings,Association Edition,#ffffff
01/09/2024,Tuesday,Orlando Magic,City Edition,#0A2240,Minnesota Timberwolves,Association Edition,#ffffff
01/09/2024,Tuesday,New York Knicks,Association Edition,#ffffff,Portland Trail Blazers,Icon Edition,#000000
01/09/2024,Tuesday,Dallas Mavericks,Association Edition,#ffffff,Memphis Grizzlies,City Edition,#000000
01/09/2024,Tuesday,Los Angeles Lakers,City Edition,#000000,Toronto Raptors,Icon Edition,#ce0e2d
01/10/2024,Wednesday,Boston Celtics,Association Edition,#ffffff,Minnesota Timberwolves,City Edition,#236092
01/10/2024,Wednesday,Charlotte Hornets,Association Edition,#ffffff,Sacramento Kings,Icon Edition,#000000
01/10/2024,Wednesday,Detroit Pistons,Association Edition,#ffffff,San Antonio Spurs,Icon Edition,#000000
01/10/2024,Wednesday,Indiana Pacers,Icon Edition,#0a2240,Washington Wizards,Association Edition,#ffffff
01/10/2024,Wednesday,Atlanta Hawks,Association Edition,#ffffff,Philadelphia 76ers,Icon Edition,#1A428A
01/10/2024,Wednesday,Miami Heat,Icon Edition,#000000,Oklahoma City Thunder,Icon Edition,#0071ce
01/10/2024,Wednesday,Chicago Bulls,Association Edition,#ffffff,Houston Rockets,Statement Edition,#000000
01/10/2024,Wednesday,Utah Jazz,Classic Edition,#582C5F,Denver Nuggets,Association Edition,#ffffff
01/10/2024,Wednesday,Golden State Warriors,City Edition,#000000,New Orleans Pelicans,Statement Edition,#CE0E2D
01/10/2024,Wednesday,LA Clippers,Statement Edition,#000000,Toronto Raptors,Association Edition,#ffffff
01/11/2024,Thursday,Cleveland Cavaliers,Association Edition,#ffffff,Brooklyn Nets,Icon Edition,#000000
01/11/2024,Thursday,Milwaukee Bucks,Statement Edition,#000000,Boston Celtics,City Edition,#EDE9E3
01/11/2024,Thursday,Oklahoma City Thunder,Association Edition,#ffffff,Portland Trail Blazers,Statement Edition,#ce0e2d
01/11/2024,Thursday,Dallas Mavericks,Statement Edition,#0a2240,New York Knicks,Association Edition,#ffffff
01/11/2024,Thursday,Los Angeles Lakers,Statement Edition,#592c82,Phoenix Suns,Association Edition,#ffffff
01/12/2024,Friday,Philadelphia 76ers,Statement Edition,#ce0e2d,Sacramento Kings,Icon Edition,#000000
01/12/2024,Friday,Atlanta Hawks,Statement Edition,#000000,Indiana Pacers,Statement Edition,#ffc629
01/12/2024,Friday,Detroit Pistons,Statement Edition,#1d252c,Houston Rockets,Association Edition,#ffffff
01/12/2024,Friday,Miami Heat,Statement Edition,#8a2432,Orlando Magic,Classic Edition,#005FAE
01/12/2024,Friday,Chicago Bulls,Association Edition,#ffffff,Golden State Warriors,Icon Edition,#1a428a
01/12/2024,Friday,Memphis Grizzlies,Icon Edition,#0a2240,LA Clippers,Association Edition,#ffffff
01/12/2024,Friday,Minnesota Timberwolves,Association Edition,#ffffff,Portland Trail Blazers,Icon Edition,#000000
01/12/2024,Friday,Denver Nuggets,Statement Edition,#1a428a,New Orleans Pelicans,Association Edition,#ffffff
01/12/2024,Friday,Utah Jazz,Statement Edition,#000000,Toronto Raptors,Association Edition,#ffffff
01/12/2024,Friday,San Antonio Spurs,Statement Edition,#000000,Charlotte Hornets,Classic Edition,#00758D
01/13/2024,Saturday,Boston Celtics,Association Edition,#ffffff,Houston Rockets,Statement Edition,#000000
01/13/2024,Saturday,Atlanta Hawks,Icon Edition,#ce0e2d,Washington Wizards,City Edition,#000000
01/13/2024,Saturday,Memphis Grizzlies,Statement Edition,#7c9ac0,New York Knicks,Association Edition,#ffffff
01/13/2024,Saturday,Milwaukee Bucks,Statement Edition,#000000,Golden State Warriors,Association Edition,#ffffff
01/13/2024,Saturday,Oklahoma City Thunder,Association Edition,#ffffff,Orlando Magic,Icon Edition,#000000
01/13/2024,Saturday,Dallas Mavericks,Icon Edition,#005fae,New Orleans Pelicans,Statement Edition,#CE0E2D
01/13/2024,Saturday,San Antonio Spurs,Association Edition,#ffffff,Chicago Bulls,Icon Edition,#ce0e2d
01/13/2024,Saturday,Utah Jazz,Association Edition,#ffffff,Los Angeles Lakers,Statement Edition,#592c82
01/14/2024,Sunday,Denver Nuggets,Icon Edition,#0a2240,Indiana Pacers,Association Edition,#ffffff
01/14/2024,Sunday,Miami Heat,City Edition,#000000,Charlotte Hornets,Classic Edition,#00758D
01/14/2024,Sunday,Milwaukee Bucks,Association Edition,#ffffff,Sacramento Kings,City Edition,#1A428A
01/14/2024,Sunday,Minnesota Timberwolves,Icon Edition,#0a2240,LA Clippers,Association Edition,#ffffff
01/14/2024,Sunday,Portland Trail Blazers,Icon Edition,#000000,Phoenix Suns,Association Edition,#ffffff
01/15/2024,Monday,Philadelphia 76ers,Icon Edition,#1A428A,Houston Rockets,Association Edition,#ffffff
01/15/2024,Monday,Dallas Mavericks,City Edition,#000000,New Orleans Pelicans,Association Edition,#ffffff
01/15/2024,Monday,New York Knicks,Association Edition,#ffffff,Orlando Magic,Classic Edition,#005FAE
01/15/2024,Monday,Washington Wizards,Statement Edition,#0a2240,Detroit Pistons,Association Edition,#ffffff
01/15/2024,Monday,Atlanta Hawks,City Edition,#000000,San Antonio Spurs,City Edition,#ffffff
01/15/2024,Monday,Memphis Grizzlies,Association Edition,#ffffff,Golden State Warriors,City Edition,#000000
01/15/2024,Monday,Cleveland Cavaliers,Association Edition,#ffffff,Chicago Bulls,Icon Edition,#ce0e2d
01/15/2024,Monday,Brooklyn Nets,Statement Edition,#000000,Miami Heat,Association Edition,#ffffff
01/15/2024,Monday,Toronto Raptors,Statement Edition,#000000,Boston Celtics,Icon Edition,#007934
01/15/2024,Monday,Utah Jazz,Statement Edition,#000000,Indiana Pacers,Association Edition,#ffffff
01/15/2024,Monday,Los Angeles Lakers,City Edition,#000000,Oklahoma City Thunder,Association Edition,#ffffff
01/16/2024,Tuesday,Philadelphia 76ers,Icon Edition,#1A428A,Denver Nuggets,Association Edition,#ffffff
01/16/2024,Tuesday,Phoenix Suns,Statement Edition,#000000,Sacramento Kings,Association Edition,#ffffff
01/16/2024,Tuesday,LA Clippers,Icon Edition,#1a428a,Oklahoma City Thunder,Association Edition,#ffffff
01/17/2024,Wednesday,Detroit Pistons,Statement Edition,#1d252c,Minnesota Timberwolves,Association Edition,#ffffff
01/17/2024,Wednesday,Atlanta Hawks,Association Edition,#ffffff,Orlando Magic,Icon Edition,#000000
01/17/2024,Wednesday,Boston Celtics,Association Edition,#ffffff,San Antonio Spurs,Icon Edition,#000000
01/17/2024,Wednesday,Cleveland Cavaliers,Statement Edition,#000000,Milwaukee Bucks,Association Edition,#ffffff
01/17/2024,Wednesday,New York Knicks,Association Edition,#ffffff,Houston Rockets,Statement Edition,#000000
01/17/2024,Wednesday,Toronto Raptors,Icon Edition,#ce0e2d,Miami Heat,Association Edition,#ffffff
01/17/2024,Wednesday,New Orleans Pelicans,Icon Edition,#0a2240,Charlotte Hornets,Association Edition,#ffffff
01/17/2024,Wednesday,Los Angeles Lakers,Icon Edition,#ffc629,Dallas Mavericks,Statement Edition,#0a2240
01/17/2024,Wednesday,Portland Trail Blazers,Statement Edition,#ce0e2d,Brooklyn Nets,Icon Edition,#000000
01/18/2024,Thursday,New York Knicks,Association Edition,#ffffff,Washington Wizards,City Edition,#000000
01/18/2024,Thursday,Toronto Raptors,Statement Edition,#000000,Chicago Bulls,Icon Edition,#ce0e2d
01/18/2024,Thursday,Utah Jazz,Icon Edition,#fcdb1f,Oklahoma City Thunder,Association Edition,#ffffff
01/18/2024,Thursday,Minnesota Timberwolves,Classic Edition,#ffffff,Memphis Grizzlies,Icon Edition,#0a2240
01/18/2024,Thursday,Sacramento Kings,City Edition,#1A428A,Indiana Pacers,Statement Edition,#ffc629
01/19/2024,Friday,Charlotte Hornets,Statement Edition,#201747,San Antonio Spurs,Association Edition,#ffffff
01/19/2024,Friday,Orlando Magic,Classic Edition,#005FAE,Philadelphia 76ers,Association Edition,#ffffff
01/19/2024,Friday,Boston Celtics,City Edition,#EDE9E3,Denver Nuggets,Icon Edition,#0a2240
01/19/2024,Friday,Miami Heat,City Edition,#000000,Atlanta Hawks,Association Edition,#ffffff
01/19/2024,Friday,New Orleans Pelicans,City Edition,#000000,Phoenix Suns,Association Edition,#ffffff
01/19/2024,Friday,Portland Trail Blazers,Association Edition,#ffffff,Indiana Pacers,Statement Edition,#ffc629
01/19/2024,Friday,Los Angeles Lakers,Statement Edition,#592c82,Brooklyn Nets,Association Edition,#ffffff
01/20/2024,Saturday,Detroit Pistons,Icon Edition,#1a428a,Milwaukee Bucks,Association Edition,#ffffff
01/20/2024,Saturday,Charlotte Hornets,Statement Edition,#201747,Philadelphia 76ers,Association Edition,#ffffff
01/20/2024,Saturday,Washington Wizards,Statement Edition,#0a2240,San Antonio Spurs,Association Edition,#ffffff
01/20/2024,Saturday,Atlanta Hawks,Statement Edition,#000000,Cleveland Cavaliers,Association Edition,#ffffff
01/20/2024,Saturday,New York Knicks,City Edition,#1A428A,Toronto Raptors,Association Edition,#ffffff
01/20/2024,Saturday,Chicago Bulls,Association Edition,#ffffff,Memphis Grizzlies,Statement Edition,#7c9ac0
01/20/2024,Saturday,Houston Rockets,City Edition,#ffffff,Utah Jazz,Statement Edition,#000000
01/20/2024,Saturday,Minnesota Timberwolves,City Edition,#236092,Oklahoma City Thunder,Association Edition,#ffffff
01/21/2024,Sunday,LA Clippers,Association Edition,#ffffff,Brooklyn Nets,Icon Edition,#000000
01/21/2024,Sunday,Orlando Magic,Icon Edition,#000000,Miami Heat,Association Edition,#ffffff
01/21/2024,Sunday,Washington Wizards,Icon Edition,#ce0e2d,Denver Nuggets,Statement Edition,#1a428a
01/21/2024,Sunday,Houston Rockets,City Edition,#ffffff,Boston Celtics,Statement Edition,#000000
01/21/2024,Sunday,Phoenix Suns,Icon Edition,#201747,Indiana Pacers,Association Edition,#ffffff
01/21/2024,Sunday,Los Angeles Lakers,Association Edition,#ffffff,Portland Trail Blazers,City Edition,#000000
01/22/2024,Monday,Detroit Pistons,Association Edition,#ffffff,Milwaukee Bucks,Icon Edition,#295135
01/22/2024,Monday,Orlando Magic,Icon Edition,#000000,Cleveland Cavaliers,Association Edition,#ffffff
01/22/2024,Monday,Philadelphia 76ers,City Edition,#0A2240,San Antonio Spurs,City Edition,#ffffff
01/22/2024,Monday,Toronto Raptors,Association Edition,#ffffff,Memphis Grizzlies,Icon Edition,#0a2240
01/22/2024,Monday,Minnesota Timberwolves,Statement Edition,#373a36,Charlotte Hornets,City Edition,#00758D
01/22/2024,Monday,Dallas Mavericks,Statement Edition,#0a2240,Boston Celtics,Association Edition,#ffffff
01/22/2024,Monday,Phoenix Suns,Association Edition,#ffffff,Chicago Bulls,Statement Edition,#000000
01/22/2024,Monday,Sacramento Kings,City Edition,#1A428A,Atlanta Hawks,Association Edition,#ffffff
01/23/2024,Tuesday,Indiana Pacers,Icon Edition,#0a2240,Denver Nuggets,Association Edition,#ffffff
01/23/2024,Tuesday,Brooklyn Nets,Icon Edition,#000000,New York Knicks,Association Edition,#ffffff
01/23/2024,Tuesday,New Orleans Pelicans,City Edition,#000000,Utah Jazz,Association Edition,#ffffff
01/23/2024,Tuesday,Oklahoma City Thunder,Statement Edition,#ff4438,Portland Trail Blazers,City Edition,#000000
01/23/2024,Tuesday,LA Clippers,Icon Edition,#1a428a,Los Angeles Lakers,Icon Edition,#ffc629
01/24/2024,Wednesday,Detroit Pistons,Icon Edition,#1a428a,Charlotte Hornets,Association Edition,#ffffff
01/24/2024,Wednesday,Washington Wizards,Association Edition,#ffffff,Minnesota Timberwolves,Icon Edition,#0a2240
01/24/2024,Wednesday,Miami Heat,City Edition,#000000,Memphis Grizzlies,Statement Edition,#7c9ac0
01/24/2024,Wednesday,San Antonio Spurs,City Edition,#ffffff,Oklahoma City Thunder,Icon Edition,#0071ce
01/24/2024,Wednesday,Houston Rockets,Statement Edition,#000000,Portland Trail Blazers,Statement Edition,#ce0e2d
01/24/2024,Wednesday,Milwaukee Bucks,Icon Edition,#295135,Cleveland Cavaliers,Association Edition,#ffffff
01/24/2024,Wednesday,Dallas Mavericks,City Edition,#000000,Phoenix Suns,Association Edition,#ffffff
01/24/2024,Wednesday,Golden State Warriors,Association Edition,#ffffff,Atlanta Hawks,Statement Edition,#000000
01/25/2024,Thursday,Indiana Pacers,Association Edition,#ffffff,Philadelphia 76ers,Icon Edition,#1A428A
01/25/2024,Thursday,Washington Wizards,Association Edition,#ffffff,Utah Jazz,Statement Edition,#000000
01/25/2024,Thursday,Brooklyn Nets,Statement Edition,#000000,Minnesota Timberwolves,Classic Edition,#ffffff
01/25/2024,Thursday,Miami Heat,City Edition,#000000,Boston Celtics,Association Edition,#ffffff
01/25/2024,Thursday,New York Knicks,Statement Edition,#0a2240,Denver Nuggets,Association Edition,#ffffff
01/25/2024,Thursday,Golden State Warriors,Statement Edition,#272e53,Sacramento Kings,Association Edition,#ffffff
01/25/2024,Thursday,Los Angeles Lakers,Icon Edition,#ffc629,Chicago Bulls,Statement Edition,#000000
01/26/2024,Friday,Atlanta Hawks,Association Edition,#ffffff,Dallas Mavericks,Icon Edition,#005fae
01/26/2024,Friday,Charlotte Hornets,Classic Edition,#00758D,Houston Rockets,Association Edition,#ffffff
01/26/2024,Friday,Indiana Pacers,Statement Edition,#ffc629,Phoenix Suns,Statement Edition,#000000
01/26/2024,Friday,Toronto Raptors,City Edition,#BC955C,LA Clippers,Statement Edition,#000000
01/26/2024,Friday,Memphis Grizzlies,City Edition,#000000,Orlando Magic,Association Edition,#ffffff
01/26/2024,Friday,Milwaukee Bucks,Statement Edition,#000000,Cleveland Cavaliers,Association Edition,#ffffff
01/26/2024,Friday,New Orleans Pelicans,City Edition,#000000,Oklahoma City Thunder,Icon Edition,#0071ce
01/26/2024,Friday,San Antonio Spurs,Icon Edition,#000000,Portland Trail Blazers,Statement Edition,#ce0e2d
01/27/2024,Saturday,Detroit Pistons,City Edition,#000000,Washington Wizards,Icon Edition,#ce0e2d
01/27/2024,Saturday,New York Knicks,City Edition,#1A428A,Miami Heat,Statement Edition,#8a2432
01/27/2024,Saturday,Denver Nuggets,City Edition,#000000,Philadelphia 76ers,Association Edition,#ffffff
01/27/2024,Saturday,Brooklyn Nets,City Edition,#000000,Houston Rockets,Icon Edition,#ce0e2d
01/27/2024,Saturday,Boston Celtics,Statement Edition,#000000,LA Clippers,Association Edition,#ffffff
01/27/2024,Saturday,Charlotte Hornets,Icon Edition,#00758d,Utah Jazz,Statement Edition,#000000
01/27/2024,Saturday,Milwaukee Bucks,Statement Edition,#000000,New Orleans Pelicans,Statement Edition,#CE0E2D
01/27/2024,Saturday,San Antonio Spurs,Statement Edition,#000000,Minnesota Timberwolves,Classic Edition,#ffffff
01/27/2024,Saturday,Golden State Warriors,Statement Edition,#272e53,Los Angeles Lakers,Association Edition,#ffffff
01/27/2024,Saturday,Dallas Mavericks,Statement Edition,#0a2240,Sacramento Kings,Association Edition,#ffffff
01/28/2024,Sunday,Indiana Pacers,City Edition,#000000,Memphis Grizzlies,Association Edition,#ffffff
01/28/2024,Sunday,Atlanta Hawks,Icon Edition,#ce0e2d,Toronto Raptors,Statement Edition,#000000
01/28/2024,Sunday,Detroit Pistons,Association Edition,#ffffff,Oklahoma City Thunder,Icon Edition,#0071ce
01/28/2024,Sunday,Orlando Magic,City Edition,#0A2240,Phoenix Suns,Association Edition,#ffffff
01/28/2024,Sunday,Portland Trail Blazers,Icon Edition,#000000,Chicago Bulls,Icon Edition,#ce0e2d
01/29/2024,Monday,Charlotte Hornets,Icon Edition,#00758d,New York Knicks,Association Edition,#ffffff
01/29/2024,Monday,Cleveland Cavaliers,City Edition,#8A2432,LA Clippers,Association Edition,#ffffff
01/29/2024,Monday,Boston Celtics,Association Edition,#ffffff,New Orleans Pelicans,Icon Edition,#0a2240
01/29/2024,Monday,Brooklyn Nets,City Edition,#000000,Utah Jazz,Association Edition,#ffffff
01/29/2024,Monday,Miami Heat,City Edition,#000000,Phoenix Suns,Association Edition,#ffffff
01/29/2024,Monday,Houston Rockets,Icon Edition,#ce0e2d,Los Angeles Lakers,Icon Edition,#ffc629
01/29/2024,Monday,Memphis Grizzlies,Icon Edition,#0a2240,Sacramento Kings,Association Edition,#ffffff
01/29/2024,Monday,Oklahoma City Thunder,Icon Edition,#0071ce,Minnesota Timberwolves,Classic Edition,#ffffff
01/29/2024,Monday,San Antonio Spurs,Association Edition,#ffffff,Washington Wizards,Statement Edition,#0a2240
01/29/2024,Monday,Dallas Mavericks,Icon Edition,#005fae,Orlando Magic,Association Edition,#ffffff
01/29/2024,Monday,Denver Nuggets,Icon Edition,#0a2240,Milwaukee Bucks,Association Edition,#ffffff
01/29/2024,Monday,Portland Trail Blazers,Statement Edition,#ce0e2d,Philadelphia 76ers,Icon Edition,#1A428A
01/30/2024,Tuesday,Atlanta Hawks,City Edition,#000000,Los Angeles Lakers,Icon Edition,#ffc629
01/30/2024,Tuesday,Boston Celtics,City Edition,#EDE9E3,Indiana Pacers,City Edition,#000000
01/30/2024,Tuesday,New York Knicks,Statement Edition,#0a2240,Utah Jazz,Association Edition,#ffffff
01/30/2024,Tuesday,Chicago Bulls,City Edition,#000000,Toronto Raptors,Association Edition,#ffffff
01/30/2024,Tuesday,Golden State Warriors,Association Edition,#ffffff,Philadelphia 76ers,Icon Edition,#1A428A
01/31/2024,Wednesday,Charlotte Hornets,City Edition,#00758D,Chicago Bulls,Statement Edition,#000000
01/31/2024,Wednesday,Cleveland Cavaliers,Icon Edition,#72253d,Detroit Pistons,Icon Edition,#1a428a
01/31/2024,Wednesday,Washington Wizards,Icon Edition,#ce0e2d,LA Clippers,Statement Edition,#000000
01/31/2024,Wednesday,Brooklyn Nets,City Edition,#000000,Phoenix Suns,Association Edition,#ffffff
01/31/2024,Wednesday,Miami Heat,Association Edition,#ffffff,Sacramento Kings,Icon Edition,#000000
01/31/2024,Wednesday,Houston Rockets,Association Edition,#ffffff,New Orleans Pelicans,Icon Edition,#0a2240
01/31/2024,Wednesday,Minnesota Timberwolves,Statement Edition,#373a36,Dallas Mavericks,Association Edition,#ffffff
01/31/2024,Wednesday,San Antonio Spurs,Icon Edition,#000000,Orlando Magic,Association Edition,#ffffff
01/31/2024,Wednesday,Oklahoma City Thunder,Icon Edition,#0071ce,Denver Nuggets,Association Edition,#ffffff
01/31/2024,Wednesday,Portland Trail Blazers,Icon Edition,#000000,Milwaukee Bucks,Association Edition,#ffffff
02/01/2024,Thursday,Boston Celtics,Association Edition,#ffffff,Los Angeles Lakers,City Edition,#000000
02/01/2024,Thursday,New York Knicks,Statement Edition,#0a2240,Indiana Pacers,Statement Edition,#ffc629
02/01/2024,Thursday,Utah Jazz,Association Edition,#ffffff,Philadelphia 76ers,Icon Edition,#1A428A
02/01/2024,Thursday,Memphis Grizzlies,Association Edition,#ffffff,Cleveland Cavaliers,Icon Edition,#72253d
02/02/2024,Friday,Detroit Pistons,Statement Edition,#1d252c,LA Clippers,Association Edition,#ffffff
02/02/2024,Friday,Washington Wizards,City Edition,#000000,Miami Heat,Association Edition,#ffffff
02/02/2024,Friday,Atlanta Hawks,Icon Edition,#ce0e2d,Phoenix Suns,Statement Edition,#000000
02/02/2024,Friday,Indiana Pacers,Statement Edition,#ffc629,Sacramento Kings,City Edition,#1A428A
02/02/2024,Friday,Houston Rockets,City Edition,#ffffff,Toronto Raptors,Statement Edition,#000000
02/02/2024,Friday,Memphis Grizzlies,Statement Edition,#7c9ac0,Golden State Warriors,Statement Edition,#272e53
02/02/2024,Friday,Minnesota Timberwolves,Icon Edition,#0a2240,Orlando Magic,Association Edition,#ffffff
02/02/2024,Friday,Oklahoma City Thunder,Statement Edition,#ff4438,Charlotte Hornets,Statement Edition,#201747
02/02/2024,Friday,San Antonio Spurs,Icon Edition,#000000,New Orleans Pelicans,Statement Edition,#CE0E2D
02/02/2024,Friday,Denver Nuggets,Statement Edition,#1a428a,Portland Trail Blazers,Statement Edition,#ce0e2d
02/03/2024,Saturday,Philadelphia 76ers,City Edition,#0A2240,Brooklyn Nets,Association Edition,#ffffff
02/03/2024,Saturday,Atlanta Hawks,Association Edition,#ffffff,Golden State Warriors,Icon Edition,#1a428a
02/03/2024,Saturday,Chicago Bulls,Association Edition,#ffffff,Sacramento Kings,City Edition,#1A428A
02/03/2024,Saturday,New York Knicks,City Edition,#1A428A,Los Angeles Lakers,Association Edition,#ffffff
02/03/2024,Saturday,Dallas Mavericks,City Edition,#000000,Milwaukee Bucks,Association Edition,#ffffff
02/03/2024,Saturday,San Antonio Spurs,City Edition,#ffffff,Cleveland Cavaliers,Icon Edition,#72253d
02/04/2024,Sunday,Detroit Pistons,Icon Edition,#1a428a,Orlando Magic,Association Edition,#ffffff
02/04/2024,Sunday,Washington Wizards,City Edition,#000000,Phoenix Suns,Association Edition,#ffffff
02/04/2024,Sunday,Boston Celtics,City Edition,#EDE9E3,Memphis Grizzlies,City Edition,#000000
02/04/2024,Sunday,Charlotte Hornets,City Edition,#00758D,Indiana Pacers,Association Edition,#ffffff
02/04/2024,Sunday,Miami Heat,City Edition,#000000,LA Clippers,Association Edition,#ffffff
02/04/2024,Sunday,Minnesota Timberwolves,Association Edition,#ffffff,Houston Rockets,Statement Edition,#000000
02/04/2024,Sunday,Oklahoma City Thunder,City Edition,#0A2240,Toronto Raptors,Association Edition,#ffffff
02/04/2024,Sunday,Utah Jazz,Statement Edition,#000000,Milwaukee Bucks,Association Edition,#ffffff
02/04/2024,Sunday,Denver Nuggets,Association Edition,#ffffff,Portland Trail Blazers,Statement Edition,#ce0e2d
02/05/2024,Monday,Charlotte Hornets,City Edition,#00758D,Los Angeles Lakers,Icon Edition,#ffc629
02/05/2024,Monday,Cleveland Cavaliers,Association Edition,#ffffff,Sacramento Kings,Icon Edition,#000000
02/05/2024,Monday,Philadelphia 76ers,Icon Edition,#1A428A,Dallas Mavericks,Association Edition,#ffffff
02/05/2024,Monday,Atlanta Hawks,Statement Edition,#000000,LA Clippers,Association Edition,#ffffff
02/05/2024,Monday,Brooklyn Nets,Icon Edition,#000000,Golden State Warriors,Association Edition,#ffffff
02/05/2024,Monday,New Orleans Pelicans,Statement Edition,#CE0E2D,Toronto Raptors,Association Edition,#ffffff
02/06/2024,Tuesday,Indiana Pacers,Icon Edition,#0a2240,Houston Rockets,Association Edition,#ffffff
02/06/2024,Tuesday,Brooklyn Nets,Icon Edition,#000000,Dallas Mavericks,Association Edition,#ffffff
02/06/2024,Tuesday,Miami Heat,Icon Edition,#000000,Orlando Magic,Association Edition,#ffffff
02/06/2024,Tuesday,New York Knicks,Statement Edition,#0a2240,Memphis Grizzlies,Association Edition,#ffffff
02/06/2024,Tuesday,Chicago Bulls,Association Edition,#ffffff,Minnesota Timberwolves,Icon Edition,#0a2240
02/06/2024,Tuesday,Utah Jazz,City Edition,#592C82,Oklahoma City Thunder,Association Edition,#ffffff
02/06/2024,Tuesday,Phoenix Suns,Statement Edition,#000000,Milwaukee Bucks,Association Edition,#ffffff
02/07/2024,Wednesday,Charlotte Hornets,Association Edition,#ffffff,Toronto Raptors,Statement Edition,#000000
02/07/2024,Wednesday,Philadelphia 76ers,City Edition,#0A2240,Golden State Warriors,Association Edition,#ffffff
02/07/2024,Wednesday,Washington Wizards,Statement Edition,#0a2240,Cleveland Cavaliers,Association Edition,#ffffff
02/07/2024,Wednesday,Boston Celtics,Icon Edition,#007934,Atlanta Hawks,Statement Edition,#000000
02/07/2024,Wednesday,Miami Heat,Statement Edition,#8a2432,San Antonio Spurs,City Edition,#ffffff
02/07/2024,Wednesday,LA Clippers,Statement Edition,#000000,New Orleans Pelicans,Statement Edition,#CE0E2D
02/07/2024,Wednesday,Sacramento Kings,Icon Edition,#000000,Detroit Pistons,Association Edition,#ffffff
