gameDate,weekDay,homeTeam,homeTeamEdition,homeCombo,homeTeamBGColor,homeTeamColor,awayTeam,awayTeamEdition,awayCombo,awayTeamBGColor,awayTeamColor,courtMain,courtSecondary
03/24/2014,Monday ,Memphis Grizzlies,Home,Memphis Grizzlies Home,#ffffff,,Minnesota Timberwolves,Away,Minnesota Timberwolves Away,#25608F,,,
03/24/2014,Monday ,Atlanta Hawks,Home,Atlanta Hawks Home,#ffffff,,Phoenix Suns,Away,Phoenix Suns Away,#211647,,,
03/24/2014,Monday ,New Orleans Pelicans,Home,New Orleans Pelicans Home,#ffffff,,Brooklyn Nets,Away,Brooklyn Nets Away,#000000,,,
03/24/2014,Monday ,Charlotte Hornets,Home,Charlotte Hornets Home,#ffffff,,Houston Rockets,Alternate,Houston Rockets Alternate,#BA0E2F,,,
03/24/2014,Monday ,Utah Jazz,Home,Utah Jazz Home,#ffffff,,Detroit Pistons,Away,Detroit Pistons Away,#023DA5,,,
03/25/2014,Tuesday ,Los Angeles Lakers,Home,Los Angeles Lakers Home,#FFC72D,,New York Knicks,Away,New York Knicks Away,#023DA5,,,
03/25/2014,Tuesday ,Cleveland Cavaliers,Home,Cleveland Cavaliers Home,#ffffff,,Toronto Raptors,Alternate,Toronto Raptors Alternate,#000000,,,
03/25/2014,Tuesday ,Dallas Mavericks,Home,Dallas Mavericks Home,#ffffff,,Oklahoma City Thunder,Away,Oklahoma City Thunder Away,#0472CF,,,
03/25/2014,Wednesday ,Orlando Magic,Home,Orlando Magic Home,#ffffff,,Portland Trail Blazers,Away,Portland Trail Blazers Away,#000000,,,
03/26/2014,Wednesday ,Boston Celtics,Home,Boston Celtics Home,#ffffff,,Toronto Raptors,Alternate,Toronto Raptors Alternate,#000000,,,
03/26/2014,Wednesday ,San Antonio Spurs,Home,San Antonio Spurs Home,#ffffff,,Denver Nuggets,Away,Denver Nuggets Away,#438FDE,,,
03/26/2014,Wednesday ,Indiana Pacers,Alternate,Indiana Pacers Alternate,#FFC72D,,Miami Heat,Away,Miami Heat Away,#000000,,,
03/26/2014,Wednesday ,Detroit Pistons,Home,Detroit Pistons Home,#ffffff,,Cleveland Cavaliers,Away,Cleveland Cavaliers Away,#70263D,,,
03/26/2014,Wednesday ,Utah Jazz,Home,Utah Jazz Home,#ffffff,,Memphis Grizzlies,Away,Memphis Grizzlies Away,#0C2340,,,
03/26/2014,Wednesday ,Minnesota Timberwolves,Home,Minnesota Timberwolves Home,#ffffff,,Atlanta Hawks,Alternate,Atlanta Hawks Alternate,#C8102E,,,
03/26/2014,Wednesday ,Charlotte Hornets,Home,Charlotte Hornets Home,#ffffff,,Brooklyn Nets,Away,Brooklyn Nets Away,#000000,,,
03/26/2014,Thursday ,Washington Wizards,Home,Washington Wizards Home,#ffffff,,Phoenix Suns,Away,Phoenix Suns Away,#211647,,,
03/26/2014,Thursday ,New Orleans Pelicans,Home,New Orleans Pelicans Home,#ffffff,,Los Angeles Clippers,Alternate,Los Angeles Clippers Alternate,#023DA5,,,
03/26/2014,Thursday ,Sacramento Kings,Home,Sacramento Kings Home,#ffffff,,New York Knicks,Away,New York Knicks Away,#023DA5,,,
03/27/2014,Thursday ,Milwaukee Bucks,Home,Milwaukee Bucks Home,#ffffff,,Los Angeles Lakers,Away,Los Angeles Lakers Away,#702F8B,,,
03/27/2014,Thursday ,Atlanta Hawks,Home,Atlanta Hawks Home,#ffffff,,Portland Trail Blazers,Away,Portland Trail Blazers Away,#000000,,,
03/27/2014,Thursday ,Dallas Mavericks,Home,Dallas Mavericks Home,#ffffff,,Los Angeles Clippers,Away,Los Angeles Clippers Away,#D50132,,,
03/27/2014,Thursday ,Houston Rockets,Home,Houston Rockets Home,#ffffff,,Philadelphia 76ers,Alternate,Philadelphia 76ers Alternate,#023DA5,,,
03/28/2014,Friday ,Toronto Raptors,Home,Toronto Raptors Home,#ffffff,,Boston Celtics,Alternate,Boston Celtics Alternate,#007A34,,,
03/28/2014,Friday ,Denver Nuggets,Alternate,Denver Nuggets Alternate,#FFC72D,,San Antonio Spurs,Away,San Antonio Spurs Away,#000000,,,
03/28/2014,Friday ,Golden State Warriors,Home,Golden State Warriors Home,#ffffff,,Memphis Grizzlies,Away,Memphis Grizzlies Away,#0C2340,,,
03/28/2014,Friday ,Minnesota Timberwolves,Home,Minnesota Timberwolves Home,#ffffff,,Los Angeles Lakers,Away,Los Angeles Lakers Away,#702F8B,,,
03/28/2014,Friday ,Chicago Bulls,Home,Chicago Bulls Home,#ffffff,,Portland Trail Blazers,Away,Portland Trail Blazers Away,#000000,,,
03/28/2014,Friday ,Detroit Pistons,Home,Detroit Pistons Home,#ffffff,,Miami Heat,Alternate,Miami Heat Alternate,#872733,,,
03/28/2014,Friday ,Brooklyn Nets,Brooklyn Dodgers Pride,Brooklyn Nets Brooklyn Dodgers Pride,#B2B3B3,,Cleveland Cavaliers,Away,Cleveland Cavaliers Away,#70263D,,,
03/28/2014,Friday ,Orlando Magic,Away,Orlando Magic Away,#0257B7,,Charlotte Hornets,Home,Charlotte Hornets Home,#ffffff,,,
03/28/2014,Saturday ,Washington Wizards,Home,Washington Wizards Home,#ffffff,,Indiana Pacers,Away,Indiana Pacers Away,#051D42,,,
03/28/2014,Saturday ,New Orleans Pelicans,Home,New Orleans Pelicans Home,#ffffff,,Utah Jazz,Away,Utah Jazz Away,#0B2F51,,,
03/28/2014,Saturday ,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,Sacramento Kings,Alternate,Sacramento Kings Alternate,#000000,,,
03/28/2014,Saturday ,Phoenix Suns,Alternate,Phoenix Suns Alternate,#CB6014,,New York Knicks,Away,New York Knicks Away,#023DA5,,,
03/29/2014,Saturday ,Milwaukee Bucks,Home,Milwaukee Bucks Home,#ffffff,,Miami Heat,Alternate,Miami Heat Alternate,#872733,,,
03/29/2014,Saturday ,San Antonio Spurs,Alternate,San Antonio Spurs Alternate,#CDD6DC,,New Orleans Pelicans,Away,New Orleans Pelicans Away,#0C2340,,,
03/29/2014,Saturday ,Washington Wizards,Home,Washington Wizards Home,#ffffff,,Atlanta Hawks,Away,Atlanta Hawks Away,#0C2340,,,
03/29/2014,Saturday ,Dallas Mavericks,Home,Dallas Mavericks Home,#ffffff,,Sacramento Kings,Alternate,Sacramento Kings Alternate,#000000,,,
03/29/2014,Saturday ,Philadelphia 76ers,Alternate,Philadelphia 76ers Alternate,#023DA5,,Detroit Pistons,Home,Detroit Pistons Home,#ffffff,,,
03/29/2014,Saturday ,Houston Rockets,Alternate,Houston Rockets Alternate,#BA0E2F,,Los Angeles Clippers,Alternate,Los Angeles Clippers Alternate,#023DA5,,,
03/30/2014,Sunday ,Boston Celtics,Home,Boston Celtics Home,#ffffff,,Chicago Bulls,Away,Chicago Bulls Away,#BA0E2F,,,
03/30/2014,Sunday ,Golden State Warriors,Home,Golden State Warriors Home,#ffffff,,New York Knicks,Away,New York Knicks Away,#023DA5,,,
03/30/2014,Sunday ,Los Angeles Lakers,Alternate,Los Angeles Lakers Alternate,#ffffff,,Phoenix Suns,Away,Phoenix Suns Away,#211647,,,
03/30/2014,Sunday ,Cleveland Cavaliers,Alternate,Cleveland Cavaliers Alternate,#FFB81D,,Indiana Pacers,Away,Indiana Pacers Away,#051D42,,,
03/30/2014,Sunday ,Portland Trail Blazers,Rip City,Portland Trail Blazers Rip City,#ffffff,,Memphis Grizzlies,Away,Memphis Grizzlies Away,#0C2340,,,
03/30/2014,Sunday ,Brooklyn Nets,Home,Brooklyn Nets Home,#ffffff,,Minnesota Timberwolves,Alternate,Minnesota Timberwolves Alternate,#000000,,,
03/30/2014,Monday ,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,Utah Jazz,Away,Utah Jazz Away,#0B2F51,,,
03/30/2014,Monday ,Orlando Magic,Home,Orlando Magic Home,#ffffff,,Toronto Raptors,Away,Toronto Raptors Away,#BA0E2F,,,
03/31/2014,Monday ,Detroit Pistons,Home,Detroit Pistons Home,#ffffff,,Milwaukee Bucks,Away,Milwaukee Bucks Away,#2C5234,,,
03/31/2014,Monday ,Denver Nuggets,Home,Denver Nuggets Home,#ffffff,,Memphis Grizzlies,Away,Memphis Grizzlies Away,#0C2340,,,
03/31/2014,Monday ,Indiana Pacers,Alternate,Indiana Pacers Alternate,#FFC72D,,San Antonio Spurs,Away,San Antonio Spurs Away,#000000,,,
03/31/2014,Monday ,Chicago Bulls,Home,Chicago Bulls Home,#ffffff,,Boston Celtics,Alternate,Boston Celtics Alternate,#007A34,,,
03/31/2014,Monday ,Miami Heat,Home,Miami Heat Home,#ffffff,,Toronto Raptors,Away,Toronto Raptors Away,#BA0E2F,,,
03/31/2014,Monday ,Atlanta Hawks,Home,Atlanta Hawks Home,#ffffff,,Philadelphia 76ers,Alternate,Philadelphia 76ers Alternate,#023DA5,,,
03/31/2014,Monday ,Charlotte Hornets,Home,Charlotte Hornets Home,#ffffff,,Washington Wizards,Away,Washington Wizards Away,#C8102E,,,
03/31/2014,Tuesday ,Minnesota Timberwolves,Home,Minnesota Timberwolves Home,#ffffff,,Los Angeles Clippers,Alternate,Los Angeles Clippers Alternate,#023DA5,,,
03/31/2014,Tuesday ,New Orleans Pelicans,Home,New Orleans Pelicans Home,#ffffff,,Sacramento Kings,Alternate,Sacramento Kings Alternate,#000000,,,
03/31/2014,Tuesday ,Utah Jazz,Home,Utah Jazz Home,#ffffff,,New York Knicks,Away,New York Knicks Away,#023DA5,,,
04/1/2014,Tuesday ,Dallas Mavericks,Home,Dallas Mavericks Home,#ffffff,,Golden State Warriors,Away,Golden State Warriors Away,#023DA5,,,
04/1/2014,Tuesday ,Los Angeles Lakers,Home,Los Angeles Lakers Home,#FFC72D,,Portland Trail Blazers,Away,Portland Trail Blazers Away,#000000,,,
04/1/2014,Tuesday ,Brooklyn Nets,Home,Brooklyn Nets Home,#ffffff,,Houston Rockets,Away,Houston Rockets Away,#BA0E2F,,,
04/2/2014,Wednesday ,Miami Heat,Home,Miami Heat Home,#ffffff,,Milwaukee Bucks,Alternate,Milwaukee Bucks Alternate,#A7192E,,,
04/2/2014,Wednesday ,Washington Wizards,Home,Washington Wizards Home,#ffffff,,Boston Celtics,Alternate,Boston Celtics Alternate,#007A34,,,
04/2/2014,Wednesday ,Denver Nuggets,Alternate,Denver Nuggets Alternate,#FFC72D,,New Orleans Pelicans,Away,New Orleans Pelicans Away,#0C2340,,,
04/2/2014,Wednesday ,San Antonio Spurs,Home,San Antonio Spurs Home,#ffffff,,Golden State Warriors,Away,Golden State Warriors Away,#023DA5,,,
04/2/2014,Wednesday ,Sacramento Kings,Home,Sacramento Kings Home,#ffffff,,Los Angeles Lakers,Away,Los Angeles Lakers Away,#702F8B,,,
04/2/2014,Wednesday ,Atlanta Hawks,Home,Atlanta Hawks Home,#ffffff,,Chicago Bulls,Away,Chicago Bulls Away,#BA0E2F,,,
04/2/2014,Wednesday ,Orlando Magic,Home,Orlando Magic Home,#ffffff,,Cleveland Cavaliers,Away,Cleveland Cavaliers Away,#70263D,,,
04/2/2014,Wednesday ,Minnesota Timberwolves,Away,Minnesota Timberwolves Away,#25608F,,Memphis Grizzlies,Home,Memphis Grizzlies Home,#ffffff,,,
04/2/2014,Wednesday ,New York Knicks,Home,New York Knicks Home,#ffffff,,Brooklyn Nets,Away,Brooklyn Nets Away,#000000,,,
04/2/2014,Wednesday ,Philadelphia 76ers,Home,Philadelphia 76ers Home,#ffffff,,Charlotte Hornets,Away,Charlotte Hornets Away,#0C2340,,,
04/2/2014,Wednesday ,Indiana Pacers,Alternate,Indiana Pacers Alternate,#FFC72D,,Detroit Pistons,Away,Detroit Pistons Away,#023DA5,,,
04/2/2014,Wednesday ,Toronto Raptors,Home,Toronto Raptors Home,#ffffff,,Houston Rockets,Away,Houston Rockets Away,#BA0E2F,,,
04/2/2014,Thursday ,Phoenix Suns,Home,Phoenix Suns Home,#ffffff,,Los Angeles Clippers,Alternate,Los Angeles Clippers Alternate,#023DA5,,,
04/3/2014,Thursday ,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,San Antonio Spurs,Away,San Antonio Spurs Away,#000000,,,
04/3/2014,Thursday ,Los Angeles Clippers,Home,Los Angeles Clippers Home,#ffffff,,Dallas Mavericks,Away,Dallas Mavericks Away,#0257B7,,,
04/4/2014,Friday ,Chicago Bulls,Home,Chicago Bulls Home,#ffffff,,Milwaukee Bucks,Away,Milwaukee Bucks Away,#2C5234,,,
04/4/2014,Friday ,Boston Celtics,Home,Boston Celtics Home,#ffffff,,Philadelphia 76ers,Alternate,Philadelphia 76ers Alternate,#023DA5,,,
04/4/2014,Friday ,Memphis Grizzlies,Home,Memphis Grizzlies Home,#ffffff,,Denver Nuggets,Away,Denver Nuggets Away,#438FDE,,,
04/4/2014,Friday ,Golden State Warriors,Home,Golden State Warriors Home,#ffffff,,Sacramento Kings,Away,Sacramento Kings Away,#763BBE,,,
04/4/2014,Friday ,Los Angeles Lakers,Home,Los Angeles Lakers Home,#FFC72D,,Dallas Mavericks,Away,Dallas Mavericks Away,#0257B7,,,
04/4/2014,Friday ,Miami Heat,Home,Miami Heat Home,#ffffff,,Minnesota Timberwolves,Away,Minnesota Timberwolves Away,#25608F,,,
04/4/2014,Friday ,Atlanta Hawks,Home,Atlanta Hawks Home,#ffffff,,Cleveland Cavaliers,Away,Cleveland Cavaliers Away,#70263D,,,
04/4/2014,Friday ,Brooklyn Nets,Brooklyn Dodgers Pride,Brooklyn Nets Brooklyn Dodgers Pride,#B2B3B3,,Detroit Pistons,Away,Detroit Pistons Away,#023DA5,,,
04/4/2014,Friday ,Charlotte Hornets,Home,Charlotte Hornets Home,#ffffff,,Orlando Magic,Away,Orlando Magic Away,#0257B7,,,
04/4/2014,Friday ,Houston Rockets,Home,Houston Rockets Home,#ffffff,,Oklahoma City Thunder,Away,Oklahoma City Thunder Away,#0472CF,,,
04/4/2014,Saturday ,Toronto Raptors,Home,Toronto Raptors Home,#ffffff,,Indiana Pacers,Away,Indiana Pacers Away,#051D42,,,
04/4/2014,Saturday ,New York Knicks,Home,New York Knicks Home,#ffffff,,Washington Wizards,Away,Washington Wizards Away,#C8102E,,,
04/4/2014,Saturday ,Utah Jazz,Home,Utah Jazz Home,#ffffff,,New Orleans Pelicans,Away,New Orleans Pelicans Away,#0C2340,,,
04/4/2014,Saturday ,Portland Trail Blazers,Home,Portland Trail Blazers Home,#ffffff,,Phoenix Suns,Away,Phoenix Suns Away,#211647,,,
04/5/2014,Saturday ,Milwaukee Bucks,Home,Milwaukee Bucks Home,#ffffff,,Toronto Raptors,Away,Toronto Raptors Away,#BA0E2F,,,
04/5/2014,Saturday ,Detroit Pistons,Home,Detroit Pistons Home,#ffffff,,Boston Celtics,Alternate,Boston Celtics Alternate,#007A34,,,
04/5/2014,Saturday ,Washington Wizards,Home,Washington Wizards Home,#ffffff,,Chicago Bulls,Away,Chicago Bulls Away,#BA0E2F,,,
04/5/2014,Saturday ,Philadelphia 76ers,Alternate,Philadelphia 76ers Alternate,#023DA5,,Brooklyn Nets,Home,Brooklyn Nets Home,#ffffff,,,
04/5/2014,Saturday ,Cleveland Cavaliers,Alternate,Cleveland Cavaliers Alternate,#FFB81D,,Charlotte Hornets,Away,Charlotte Hornets Away,#0C2340,,,
04/5/2014,Sunday ,Orlando Magic,Home,Orlando Magic Home,#ffffff,,Minnesota Timberwolves,Away,Minnesota Timberwolves Away,#25608F,,,
04/6/2014,Sunday ,Houston Rockets,Home,Houston Rockets Home,#ffffff,,Denver Nuggets,Away,Denver Nuggets Away,#438FDE,,,
04/6/2014,Sunday ,Golden State Warriors,Home,Golden State Warriors Home,#ffffff,,Utah Jazz,Away,Utah Jazz Away,#0B2F51,,,
04/6/2014,Sunday ,Los Angeles Clippers,Back in Blue Pride,Los Angeles Clippers Back in Blue Pride,#438FDE,,Los Angeles Lakers,Away,Los Angeles Lakers Away,#702F8B,,,
04/6/2014,Sunday ,San Antonio Spurs,Alternate,San Antonio Spurs Alternate,#CDD6DC,,Memphis Grizzlies,Away,Memphis Grizzlies Away,#0C2340,,,
04/6/2014,Sunday ,Miami Heat,Home,Miami Heat Home,#ffffff,,New York Knicks,Away,New York Knicks Away,#023DA5,,,
04/6/2014,Sunday ,Indiana Pacers,Alternate,Indiana Pacers Alternate,#FFC72D,,Atlanta Hawks,Away,Atlanta Hawks Away,#0C2340,,,
04/6/2014,Sunday ,Sacramento Kings,Home,Sacramento Kings Home,#ffffff,,Dallas Mavericks,Away,Dallas Mavericks Away,#0257B7,,,
04/6/2014,Monday ,Phoenix Suns,Home,Phoenix Suns Home,#ffffff,,Oklahoma City Thunder,Away,Oklahoma City Thunder Away,#0472CF,,,
04/6/2014,Monday ,Portland Trail Blazers,Home,Portland Trail Blazers Home,#ffffff,,New Orleans Pelicans,Away,New Orleans Pelicans Away,#0C2340,,,
04/8/2014,Tuesday ,Los Angeles Lakers,Home,Los Angeles Lakers Home,#FFC72D,,Houston Rockets,Away,Houston Rockets Away,#BA0E2F,,,
04/8/2014,Tuesday ,Minnesota Timberwolves,Home,Minnesota Timberwolves Home,#ffffff,,San Antonio Spurs,Away,San Antonio Spurs Away,#000000,,,
04/8/2014,Tuesday ,Miami Heat,Home,Miami Heat Home,#ffffff,,Brooklyn Nets,Away,Brooklyn Nets Away,#000000,,,
04/8/2014,Tuesday ,Atlanta Hawks,Home,Atlanta Hawks Home,#ffffff,,Detroit Pistons,Away,Detroit Pistons Away,#023DA5,,,
04/8/2014,Tuesday ,Utah Jazz,Home,Utah Jazz Home,#ffffff,,Dallas Mavericks,Away,Dallas Mavericks Away,#0257B7,,,
04/8/2014,Wednesday ,Sacramento Kings,Home,Sacramento Kings Home,#ffffff,,Oklahoma City Thunder,Away,Oklahoma City Thunder Away,#0472CF,,,
04/9/2014,Wednesday ,Milwaukee Bucks,Home,Milwaukee Bucks Home,#ffffff,,Indiana Pacers,Away,Indiana Pacers Away,#051D42,,,
04/9/2014,Wednesday ,Atlanta Hawks,Home,Atlanta Hawks Home,#ffffff,,Boston Celtics,Away,Boston Celtics Away,#007A34,,,
04/9/2014,Wednesday ,Minnesota Timberwolves,Home,Minnesota Timberwolves Home,#ffffff,,Chicago Bulls,Away,Chicago Bulls Away,#BA0E2F,,,
04/9/2014,Wednesday ,Memphis Grizzlies,Home,Memphis Grizzlies Home,#ffffff,,Miami Heat,Hardwood Classic,Miami Heat Hardwood Classic,#000000,,,
04/9/2014,Wednesday ,Cleveland Cavaliers,Home,Cleveland Cavaliers Home,#ffffff,,Detroit Pistons,Away,Detroit Pistons Away,#023DA5,,,
04/9/2014,Wednesday ,Orlando Magic,Home,Orlando Magic Home,#ffffff,,Brooklyn Nets,Away,Brooklyn Nets Away,#000000,,,
04/9/2014,Wednesday ,Washington Wizards,Home,Washington Wizards Home,#ffffff,,Charlotte Hornets,Away,Charlotte Hornets Away,#0C2340,,,
04/9/2014,Wednesday ,Denver Nuggets,Home,Denver Nuggets Home,#ffffff,,Houston Rockets,Away,Houston Rockets Away,#BA0E2F,,,
04/9/2014,Thursday ,Toronto Raptors,Home,Toronto Raptors Home,#ffffff,,Philadelphia 76ers,Alternate,Philadelphia 76ers Alternate,#023DA5,,,
04/9/2014,Thursday ,New Orleans Pelicans,Home,New Orleans Pelicans Home,#ffffff,,Phoenix Suns,Away,Phoenix Suns Away,#211647,,,
04/9/2014,Thursday ,Portland Trail Blazers,Home,Portland Trail Blazers Home,#ffffff,,Sacramento Kings,Away,Sacramento Kings Away,#763BBE,,,
04/9/2014,Thursday ,Los Angeles Clippers,Home,Los Angeles Clippers Home,#ffffff,,Oklahoma City Thunder,Away,Oklahoma City Thunder Away,#0472CF,,,
04/10/2014,Thursday ,Golden State Warriors,Home,Golden State Warriors Home,#ffffff,,Denver Nuggets,Away,Denver Nuggets Away,#438FDE,,,
04/10/2014,Thursday ,Dallas Mavericks,Home,Dallas Mavericks Home,#ffffff,,San Antonio Spurs,Away,San Antonio Spurs Away,#000000,,,
04/11/2014,Friday ,Milwaukee Bucks,Home,Milwaukee Bucks Home,#ffffff,,Cleveland Cavaliers,Away,Cleveland Cavaliers Away,#70263D,,,
04/11/2014,Friday ,Boston Celtics,Home,Boston Celtics Home,#ffffff,,Charlotte Hornets,Away,Charlotte Hornets Away,#0C2340,,,
04/11/2014,Friday ,Los Angeles Lakers,Home,Los Angeles Lakers Home,#FFC72D,,Golden State Warriors,Away,Golden State Warriors Away,#023DA5,,,
04/11/2014,Friday ,San Antonio Spurs,Alternate,San Antonio Spurs Alternate,#CDD6DC,,Phoenix Suns,Away,Phoenix Suns Away,#211647,,,
04/11/2014,Friday ,Miami Heat,Home,Miami Heat Home,#ffffff,,Indiana Pacers,Away,Indiana Pacers Away,#051D42,,,
04/11/2014,Friday ,Memphis Grizzlies,Home,Memphis Grizzlies Home,#ffffff,,Philadelphia 76ers,Alternate,Philadelphia 76ers Alternate,#023DA5,,,
04/11/2014,Friday ,Brooklyn Nets,Brooklyn Dodgers Pride,Brooklyn Nets Brooklyn Dodgers Pride,#B2B3B3,,Atlanta Hawks,Away,Atlanta Hawks Away,#0C2340,,,
04/11/2014,Friday ,Chicago Bulls,Home,Chicago Bulls Home,#ffffff,,Detroit Pistons,Away,Detroit Pistons Away,#023DA5,,,
04/11/2014,Friday ,Minnesota Timberwolves,Home,Minnesota Timberwolves Home,#ffffff,,Houston Rockets,Away,Houston Rockets Away,#BA0E2F,,,
04/11/2014,Saturday ,Orlando Magic,Home,Orlando Magic Home,#ffffff,,Washington Wizards,Away,Washington Wizards Away,#C8102E,,,
04/11/2014,Saturday ,Toronto Raptors,Home,Toronto Raptors Home,#ffffff,,New York Knicks,Away,New York Knicks Away,#023DA5,,,
04/11/2014,Saturday ,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,New Orleans Pelicans,Away,New Orleans Pelicans Away,#0C2340,,,
04/11/2014,Saturday ,Utah Jazz,Home,Utah Jazz Home,#ffffff,,Portland Trail Blazers,Away,Portland Trail Blazers Away,#000000,,,
04/12/2014,Saturday ,Washington Wizards,Home,Washington Wizards Home,#ffffff,,Milwaukee Bucks,Away,Milwaukee Bucks Away,#2C5234,,,
04/12/2014,Saturday ,Cleveland Cavaliers,Alternate,Cleveland Cavaliers Alternate,#FFB81D,,Boston Celtics,Away,Boston Celtics Away,#007A34,,,
04/12/2014,Saturday ,Denver Nuggets,Alternate,Denver Nuggets Alternate,#FFC72D,,Utah Jazz,Away,Utah Jazz Away,#0B2F51,,,
04/12/2014,Saturday ,Atlanta Hawks,Home,Atlanta Hawks Home,#ffffff,,Miami Heat,Away,Miami Heat Away,#000000,,,
04/12/2014,Saturday ,Charlotte Hornets,Home,Charlotte Hornets Home,#ffffff,,Philadelphia 76ers,Alternate,Philadelphia 76ers Alternate,#023DA5,,,
04/12/2014,Saturday ,Dallas Mavericks,Home,Dallas Mavericks Home,#ffffff,,Phoenix Suns,Away,Phoenix Suns Away,#211647,,,
04/12/2014,Saturday ,Houston Rockets,Home,Houston Rockets Home,#ffffff,,New Orleans Pelicans,Away,New Orleans Pelicans Away,#0C2340,,,
04/12/2014,Sunday ,Los Angeles Clippers,Home,Los Angeles Clippers Home,#ffffff,,Sacramento Kings,Away,Sacramento Kings Away,#763BBE,,,
04/13/2014,Sunday ,Portland Trail Blazers,Rip City,Portland Trail Blazers Rip City,#ffffff,,Golden State Warriors,Away,Golden State Warriors Away,#023DA5,,,
04/13/2014,Sunday ,Los Angeles Lakers,Alternate,Los Angeles Lakers Alternate,#ffffff,,Memphis Grizzlies,Alternate,Memphis Grizzlies Alternate,#7D9CC0,,,
04/13/2014,Sunday ,New York Knicks,Home,New York Knicks Home,#ffffff,,Chicago Bulls,Away,Chicago Bulls Away,#BA0E2F,,,
04/13/2014,Sunday ,Brooklyn Nets,Home,Brooklyn Nets Home,#ffffff,,Orlando Magic,Alternate,Orlando Magic Alternate,#000000,,,
04/13/2014,Sunday ,Detroit Pistons,Alternate,Detroit Pistons Alternate,#051D42,,Toronto Raptors,Home,Toronto Raptors Home,#ffffff,,,
04/13/2014,Monday ,Indiana Pacers,Alternate,Indiana Pacers Alternate,#FFC72D,,Oklahoma City Thunder,Away,Oklahoma City Thunder Away,#0472CF,,,
04/13/2014,Monday ,Sacramento Kings,Home,Sacramento Kings Home,#ffffff,,Minnesota Timberwolves,Away,Minnesota Timberwolves Away,#25608F,,,
04/14/2014,Monday ,Toronto Raptors,Home,Toronto Raptors Home,#ffffff,,Milwaukee Bucks,Away,Milwaukee Bucks Away,#2C5234,,,
04/14/2014,Monday ,Philadelphia 76ers,Home,Philadelphia 76ers Home,#ffffff,,Boston Celtics,Away,Boston Celtics Away,#007A34,,,
04/14/2014,Monday ,Golden State Warriors,Home,Golden State Warriors Home,#ffffff,,Minnesota Timberwolves,Away,Minnesota Timberwolves Away,#25608F,,,
04/14/2014,Monday ,Utah Jazz,Home,Utah Jazz Home,#ffffff,,Los Angeles Lakers,Away,Los Angeles Lakers Away,#702F8B,,,
04/14/2014,Monday ,Houston Rockets,Home,Houston Rockets Home,#ffffff,,San Antonio Spurs,Away,San Antonio Spurs Away,#000000,,,
04/14/2014,Monday ,Chicago Bulls,Home,Chicago Bulls Home,#ffffff,,Orlando Magic,Alternate,Orlando Magic Alternate,#000000,,,
04/14/2014,Monday ,Washington Wizards,Home,Washington Wizards Home,#ffffff,,Miami Heat,Away,Miami Heat Away,#000000,,,
04/14/2014,Monday ,Phoenix Suns,Home,Phoenix Suns Home,#ffffff,,Memphis Grizzlies,Alternate,Memphis Grizzlies Alternate,#7D9CC0,,,
04/14/2014,Monday ,Atlanta Hawks,Home,Atlanta Hawks Home,#ffffff,,Charlotte Hornets,Away,Charlotte Hornets Away,#0C2340,,,
04/14/2014,Tuesday ,New Orleans Pelicans,Home,New Orleans Pelicans Home,#ffffff,,Oklahoma City Thunder,Alternate,Oklahoma City Thunder Alternate,#051D42,,,
04/15/2014,Tuesday ,Los Angeles Clippers,Home,Los Angeles Clippers Home,#ffffff,,Denver Nuggets,Away,Denver Nuggets Away,#438FDE,,,
04/15/2014,Tuesday ,Brooklyn Nets,Brooklyn Dodgers Pride,Brooklyn Nets Brooklyn Dodgers Pride,#B2B3B3,,New York Knicks,Away,New York Knicks Away,#023DA5,,,
04/16/2014,Wednesday ,Milwaukee Bucks,Home,Milwaukee Bucks Home,#ffffff,,Atlanta Hawks,Away,Atlanta Hawks Away,#0C2340,,,
04/16/2014,Wednesday ,Boston Celtics,Home,Boston Celtics Home,#ffffff,,Washington Wizards,Away,Washington Wizards Away,#C8102E,,,
04/16/2014,Wednesday ,Denver Nuggets,Home,Denver Nuggets Home,#ffffff,,Golden State Warriors,Away,Golden State Warriors Away,#023DA5,,,
04/16/2014,Wednesday ,San Antonio Spurs,Home,San Antonio Spurs Home,#ffffff,,Los Angeles Lakers,Away,Los Angeles Lakers Away,#702F8B,,,
04/16/2014,Wednesday ,Charlotte Hornets,Home,Charlotte Hornets Home,#ffffff,,Chicago Bulls,Alternate,Chicago Bulls Alternate,#000000,,,
04/16/2014,Wednesday ,Miami Heat,Home,Miami Heat Home,#ffffff,,Philadelphia 76ers,Alternate,Philadelphia 76ers Alternate,#023DA5,,,
04/16/2014,Wednesday ,Memphis Grizzlies,Home,Memphis Grizzlies Home,#ffffff,,Dallas Mavericks,Away,Dallas Mavericks Away,#0257B7,,,
04/16/2014,Wednesday ,Cleveland Cavaliers,Alternate,Cleveland Cavaliers Alternate,#FFB81D,,Brooklyn Nets,Away,Brooklyn Nets Away,#000000,,,
04/16/2014,Wednesday ,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,Detroit Pistons,Away,Detroit Pistons Away,#023DA5,,,
