gameDate,weekDay,homeTeam,homeTeamEdition,homeCombo,homeTeamBGColor,homeTeamColor,awayTeam,awayTeamEdition,awayCombo,awayTeamBGColor,awayTeamColor,courtMain,courtSecondary
12/15/2013,Sunday ,Memphis Grizzlies,Home,Memphis Grizzlies Home,#ffffff,,Minnesota Timberwolves,Away,Minnesota Timberwolves Away,#25608F,,,
12/15/2013,Sunday ,Detroit Pistons,Alternate,Detroit Pistons Alternate,#051D42,,Portland Trail Blazers,Rip City,Portland Trail Blazers Rip City,#ffffff,,,
12/15/2013,Sunday ,Sacramento Kings,Home,Sacramento Kings Home,#ffffff,,Houston Rockets,Alternate,Houston Rockets Alternate,#BA0E2F,,,
12/15/2013,Monday ,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,Orlando Magic,Away,Orlando Magic Away,#0257B7,,,
12/16/2013,Monday ,Boston Celtics,Home,Boston Celtics Home,#ffffff,,Minnesota Timberwolves,Away,Minnesota Timberwolves Away,#25608F,,,
12/16/2013,Monday ,Los Angeles Clippers,Home,Los Angeles Clippers Home,#ffffff,,San Antonio Spurs,Away,San Antonio Spurs Away,#000000,,,
12/16/2013,Monday ,Chicago Bulls,Home,Chicago Bulls Home,#ffffff,,Orlando Magic,Away,Orlando Magic Away,#0257B7,,,
12/16/2013,Monday ,Miami Heat,Red Hot Alternate,Miami Heat Red Hot Alternate,#872733,,Utah Jazz,Home,Utah Jazz Home,#ffffff,,,
12/16/2013,Monday ,Atlanta Hawks,Home,Atlanta Hawks Home,#ffffff,,Los Angeles Lakers,Away,Los Angeles Lakers Away,#702F8B,,,
12/16/2013,Monday ,Brooklyn Nets,Home,Brooklyn Nets Home,#ffffff,,Philadelphia 76ers,Away,Philadelphia 76ers Away,#D50132,,,
12/16/2013,Monday ,Indiana Pacers,Home,Indiana Pacers Home,#ffffff,,Detroit Pistons,Away,Detroit Pistons Away,#023DA5,,,
12/16/2013,Tuesday ,New York Knicks,Home,New York Knicks Home,#ffffff,,Washington Wizards,Away,Washington Wizards Away,#C8102E,,,
12/17/2013,Tuesday ,Denver Nuggets,Alternate,Denver Nuggets Alternate,#FFC72D,,Oklahoma City Thunder,Away,Oklahoma City Thunder Away,#0472CF,,,
12/17/2013,Tuesday ,Golden State Warriors,Home,Golden State Warriors Home,#ffffff,,New Orleans Pelicans,Away,New Orleans Pelicans Away,#0C2340,,,
12/17/2013,Tuesday ,Memphis Grizzlies,Home,Memphis Grizzlies Home,#ffffff,,Los Angeles Lakers,Away,Los Angeles Lakers Away,#702F8B,,,
12/17/2013,Tuesday ,Cleveland Cavaliers,Home,Cleveland Cavaliers Home,#ffffff,,Portland Trail Blazers,Away,Portland Trail Blazers Away,#000000,,,
12/17/2013,Tuesday ,Charlotte Hornets,Home,Charlotte Hornets Home,#ffffff,,Sacramento Kings,Away,Sacramento Kings Away,#763BBE,,,
12/18/2013,Wednesday ,Milwaukee Bucks,Home,Milwaukee Bucks Home,#ffffff,,New York Knicks,Away,New York Knicks Away,#023DA5,,,
12/18/2013,Wednesday ,Boston Celtics,Home,Boston Celtics Home,#ffffff,,Detroit Pistons,Away,Detroit Pistons Away,#023DA5,,,
12/18/2013,Wednesday ,Phoenix Suns,Home,Phoenix Suns Home,#ffffff,,San Antonio Spurs,Away,San Antonio Spurs Away,#000000,,,
12/18/2013,Wednesday ,Houston Rockets,Home,Houston Rockets Home,#ffffff,,Chicago Bulls,Away,Chicago Bulls Away,#BA0E2F,,,
12/18/2013,Wednesday ,Miami Heat,Red Hot Alternate,Miami Heat Red Hot Alternate,#872733,,Indiana Pacers,Alternate,Indiana Pacers Alternate,#FFC72D,,,
12/18/2013,Wednesday ,Dallas Mavericks,Home,Dallas Mavericks Home,#ffffff,,Memphis Grizzlies,Away,Memphis Grizzlies Away,#0C2340,,,
12/18/2013,Wednesday ,Atlanta Hawks,Home,Atlanta Hawks Home,#ffffff,,Sacramento Kings,Away,Sacramento Kings Away,#763BBE,,,
12/18/2013,Wednesday ,Brooklyn Nets,Home,Brooklyn Nets Home,#ffffff,,Washington Wizards,Away,Washington Wizards Away,#C8102E,,,
12/18/2013,Wednesday ,Toronto Raptors,Home,Toronto Raptors Home,#ffffff,,Charlotte Hornets,Away,Charlotte Hornets Away,#0C2340,,,
12/18/2013,Thursday ,Orlando Magic,Home,Orlando Magic Home,#ffffff,,Utah Jazz,Alternate,Utah Jazz Alternate,#366445,,,
12/18/2013,Thursday ,Minnesota Timberwolves,Home,Minnesota Timberwolves Home,#ffffff,,Portland Trail Blazers,Away,Portland Trail Blazers Away,#000000,,,
12/18/2013,Thursday ,Los Angeles Clippers,Home,Los Angeles Clippers Home,#ffffff,,New Orleans Pelicans,Away,New Orleans Pelicans Away,#0C2340,,,
12/19/2013,Thursday ,Golden State Warriors,Home,Golden State Warriors Home,#ffffff,,San Antonio Spurs,Away,San Antonio Spurs Away,#000000,,,
12/19/2013,Thursday ,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,Chicago Bulls,Away,Chicago Bulls Away,#BA0E2F,,,
12/20/2013,Friday ,Cleveland Cavaliers,Alternate,Cleveland Cavaliers Alternate,#FFB81D,,Milwaukee Bucks,Away,Milwaukee Bucks Away,#2C5234,,,
12/20/2013,Friday ,Denver Nuggets,Alternate,Denver Nuggets Alternate,#FFC72D,,Phoenix Suns,Away,Phoenix Suns Away,#211647,,,
12/20/2013,Friday ,Los Angeles Lakers,Home,Los Angeles Lakers Home,#FFC72D,,Minnesota Timberwolves,Alternate,Minnesota Timberwolves Alternate,#000000,,,
12/20/2013,Friday ,Miami Heat,Red Hot Alternate,Miami Heat Red Hot Alternate,#872733,,Sacramento Kings,Home,Sacramento Kings Home,#ffffff,,,
12/20/2013,Friday ,Atlanta Hawks,Home,Atlanta Hawks Home,#ffffff,,Utah Jazz,Alternate,Utah Jazz Alternate,#366445,,,
12/20/2013,Friday ,Philadelphia 76ers,Home,Philadelphia 76ers Home,#ffffff,,Brooklyn Nets,Away,Brooklyn Nets Away,#000000,,,
12/20/2013,Friday ,Detroit Pistons,Home,Detroit Pistons Home,#ffffff,,Charlotte Hornets,Away,Charlotte Hornets Away,#0C2340,,,
12/20/2013,Friday ,Dallas Mavericks,Home,Dallas Mavericks Home,#ffffff,,Toronto Raptors,Away,Toronto Raptors Away,#BA0E2F,,,
12/20/2013,Friday ,Indiana Pacers,Alternate,Indiana Pacers Alternate,#FFC72D,,Houston Rockets,Home,Houston Rockets Home,#ffffff,,,
12/21/2013,Saturday ,Milwaukee Bucks,Home,Milwaukee Bucks Home,#ffffff,,Philadelphia 76ers,Alternate,Philadelphia 76ers Alternate,#023DA5,,,
12/21/2013,Saturday ,Boston Celtics,Home,Boston Celtics Home,#ffffff,,Washington Wizards,Away,Washington Wizards Away,#C8102E,,,
12/21/2013,Saturday ,Los Angeles Clippers,Home,Los Angeles Clippers Home,#ffffff,,Denver Nuggets,Away,Denver Nuggets Away,#438FDE,,,
12/21/2013,Saturday ,Golden State Warriors,Alternate,Golden State Warriors Alternate,#ffffff,,Los Angeles Lakers,Away,Los Angeles Lakers Away,#702F8B,,,
12/21/2013,Saturday ,San Antonio Spurs,Alternate,San Antonio Spurs Alternate,#CDD6DC,,Oklahoma City Thunder,Away,Oklahoma City Thunder Away,#0472CF,,,
12/21/2013,Saturday ,Chicago Bulls,Home,Chicago Bulls Home,#ffffff,,Cleveland Cavaliers,Away,Cleveland Cavaliers Away,#70263D,,,
12/21/2013,Saturday ,New York Knicks,Home,New York Knicks Home,#ffffff,,Memphis Grizzlies,Away,Memphis Grizzlies Away,#0C2340,,,
12/21/2013,Saturday ,Charlotte Hornets,Home,Charlotte Hornets Home,#ffffff,,Utah Jazz,Alternate,Utah Jazz Alternate,#366445,,,
12/21/2013,Saturday ,Phoenix Suns,Home,Phoenix Suns Home,#ffffff,,Dallas Mavericks,Alternate,Dallas Mavericks Alternate,#0C2340,,,
12/21/2013,Saturday ,Detroit Pistons,Home,Detroit Pistons Home,#ffffff,,Houston Rockets,Away,Houston Rockets Away,#BA0E2F,,,
12/21/2013,Sunday ,Orlando Magic,Home,Orlando Magic Home,#ffffff,,Sacramento Kings,Away,Sacramento Kings Away,#763BBE,,,
12/21/2013,Sunday ,Portland Trail Blazers,Home,Portland Trail Blazers Home,#ffffff,,New Orleans Pelicans,Away,New Orleans Pelicans Away,#0C2340,,,
12/22/2013,Sunday ,Indiana Pacers,Home,Indiana Pacers Home,#ffffff,,Boston Celtics,Away,Boston Celtics Away,#007A34,,,
12/22/2013,Monday ,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,Toronto Raptors,Away,Toronto Raptors Away,#BA0E2F,,,
12/22/2013,Monday ,Los Angeles Clippers,Back in Blue Pride,Los Angeles Clippers Back in Blue Pride,#438FDE,,Minnesota Timberwolves,Alternate,Minnesota Timberwolves Alternate,#000000,,,
12/23/2013,Monday ,Charlotte Hornets,Home,Charlotte Hornets Home,#ffffff,,Milwaukee Bucks,Away,Milwaukee Bucks Away,#2C5234,,,
12/23/2013,Monday ,Denver Nuggets,Home,Denver Nuggets Home,#ffffff,,Golden State Warriors,Away,Golden State Warriors Away,#023DA5,,,
12/23/2013,Monday ,Phoenix Suns,Home,Phoenix Suns Home,#ffffff,,Los Angeles Lakers,Away,Los Angeles Lakers Away,#702F8B,,,
12/23/2013,Monday ,San Antonio Spurs,Home,San Antonio Spurs Home,#ffffff,,Toronto Raptors,Away,Toronto Raptors Away,#BA0E2F,,,
12/23/2013,Monday ,Miami Heat,Red Hot Alternate,Miami Heat Red Hot Alternate,#872733,,Atlanta Hawks,Home,Atlanta Hawks Home,#ffffff,,,
12/23/2013,Monday ,Cleveland Cavaliers,Home,Cleveland Cavaliers Home,#ffffff,,Detroit Pistons,Away,Detroit Pistons Away,#023DA5,,,
12/23/2013,Monday ,Memphis Grizzlies,Home,Memphis Grizzlies Home,#ffffff,,Utah Jazz,Alternate,Utah Jazz Alternate,#366445,,,
12/23/2013,Monday ,Brooklyn Nets,Home,Brooklyn Nets Home,#ffffff,,Indiana Pacers,Away,Indiana Pacers Away,#051D42,,,
12/23/2013,Monday ,Houston Rockets,Home,Houston Rockets Home,#ffffff,,Dallas Mavericks,Alternate,Dallas Mavericks Alternate,#0C2340,,,
12/23/2013,Tuesday ,Orlando Magic,Home,Orlando Magic Home,#ffffff,,New York Knicks,Away,New York Knicks Away,#023DA5,,,
12/23/2013,Tuesday ,Sacramento Kings,Home,Sacramento Kings Home,#ffffff,,New Orleans Pelicans,Away,New Orleans Pelicans Away,#0C2340,,,
12/25/2013,Wednesday ,Golden State Warriors,Christmas,Golden State Warriors Christmas,#FFC72D,,Los Angeles Clippers,Christmas,Los Angeles Clippers Christmas,#023DA5,,,
12/25/2013,Wednesday ,Los Angeles Lakers,Christmas,Los Angeles Lakers Christmas,#ffffff,,Miami Heat,Christmas,Miami Heat Christmas,#872733,,,
12/25/2013,Wednesday ,San Antonio Spurs,Christmas,San Antonio Spurs Christmas,#CDD6DC,,Houston Rockets,Christmas,Houston Rockets Christmas,#BA0E2F,,,
12/25/2013,Wednesday ,Brooklyn Nets,Christmas,Brooklyn Nets Christmas,#000000,,Chicago Bulls,Christmas,Chicago Bulls Christmas,#BA0E2F,,,
12/25/2013,Thursday ,New York Knicks,Christmas,New York Knicks Christmas,#FF6821,,Oklahoma City Thunder,Christmas,Oklahoma City Thunder Christmas,#0472CF,,,
12/26/2013,Thursday ,Dallas Mavericks,Home,Dallas Mavericks Home,#ffffff,,San Antonio Spurs,Away,San Antonio Spurs Away,#000000,,,
12/26/2013,Thursday ,Cleveland Cavaliers,Home,Cleveland Cavaliers Home,#ffffff,,Atlanta Hawks,Alternate,Atlanta Hawks Alternate,#C8102E,,,
12/26/2013,Thursday ,Houston Rockets,Home,Houston Rockets Home,#ffffff,,Memphis Grizzlies,Alternate,Memphis Grizzlies Alternate,#7D9CC0,,,
12/26/2013,Friday ,Portland Trail Blazers,Home,Portland Trail Blazers Home,#ffffff,,Los Angeles Clippers,Alternate,Los Angeles Clippers Alternate,#023DA5,,,
12/27/2013,Friday ,Brooklyn Nets,Home,Brooklyn Nets Home,#ffffff,,Milwaukee Bucks,Alternate,Milwaukee Bucks Alternate,#A7192E,,,
12/27/2013,Friday ,New Orleans Pelicans,Home,New Orleans Pelicans Home,#ffffff,,Denver Nuggets,Away,Denver Nuggets Away,#438FDE,,,
12/27/2013,Friday ,Golden State Warriors,Home,Golden State Warriors Home,#ffffff,,Phoenix Suns,Away,Phoenix Suns Away,#211647,,,
12/27/2013,Friday ,Utah Jazz,Away,Utah Jazz Away,#0B2F51,,Los Angeles Lakers,Home,Los Angeles Lakers Home,#FFC72D,,,
12/27/2013,Friday ,Sacramento Kings,Home,Sacramento Kings Home,#ffffff,,Miami Heat,Away,Miami Heat Away,#000000,,,
12/27/2013,Friday ,Charlotte Hornets,Home,Charlotte Hornets Home,#ffffff,,Oklahoma City Thunder,Alternate,Oklahoma City Thunder Alternate,#051D42,,,
12/27/2013,Friday ,Orlando Magic,Home,Orlando Magic Home,#ffffff,,Detroit Pistons,Away,Detroit Pistons Away,#023DA5,,,
12/27/2013,Saturday ,New York Knicks,Home,New York Knicks Home,#ffffff,,Toronto Raptors,Alternate,Toronto Raptors Alternate,#000000,,,
12/27/2013,Saturday ,Minnesota Timberwolves,Alternate,Minnesota Timberwolves Alternate,#000000,,Washington Wizards,Away,Washington Wizards Away,#C8102E,,,
12/28/2013,Saturday ,Milwaukee Bucks,Home,Milwaukee Bucks Home,#ffffff,,Minnesota Timberwolves,Away,Minnesota Timberwolves Away,#25608F,,,
12/28/2013,Saturday ,Boston Celtics,Home,Boston Celtics Home,#ffffff,,Cleveland Cavaliers,Away,Cleveland Cavaliers Away,#70263D,,,
12/28/2013,Saturday ,Memphis Grizzlies,Home,Memphis Grizzlies Home,#ffffff,,Denver Nuggets,Away,Denver Nuggets Away,#438FDE,,,
12/28/2013,Saturday ,Portland Trail Blazers,Home,Portland Trail Blazers Home,#ffffff,,Miami Heat,Away,Miami Heat Away,#000000,,,
12/28/2013,Saturday ,Atlanta Hawks,Home,Atlanta Hawks Home,#ffffff,,Charlotte Hornets,Away,Charlotte Hornets Away,#0C2340,,,
12/28/2013,Saturday ,Indiana Pacers,Home,Indiana Pacers Home,#ffffff,,Brooklyn Nets,Away,Brooklyn Nets Away,#000000,,,
12/28/2013,Saturday ,Chicago Bulls,Home,Chicago Bulls Home,#ffffff,,Dallas Mavericks,Alternate,Dallas Mavericks Alternate,#0C2340,,,
12/28/2013,Saturday ,Washington Wizards,Home,Washington Wizards Home,#ffffff,,Detroit Pistons,Away,Detroit Pistons Away,#023DA5,,,
12/28/2013,Saturday ,Houston Rockets,Home,Houston Rockets Home,#ffffff,,New Orleans Pelicans,Away,New Orleans Pelicans Away,#0C2340,,,
12/28/2013,Sunday ,Toronto Raptors,Home,Toronto Raptors Home,#ffffff,,New York Knicks,Away,New York Knicks Away,#023DA5,,,
12/28/2013,Sunday ,Phoenix Suns,Home,Phoenix Suns Home,#ffffff,,Philadelphia 76ers,Alternate,Philadelphia 76ers Alternate,#023DA5,,,
12/28/2013,Sunday ,Los Angeles Clippers,Home,Los Angeles Clippers Home,#ffffff,,Utah Jazz,Alternate,Utah Jazz Alternate,#366445,,,
12/29/2013,Sunday ,Cleveland Cavaliers,Alternate,Cleveland Cavaliers Alternate,#FFB81D,,Golden State Warriors,Away,Golden State Warriors Away,#023DA5,,,
12/29/2013,Sunday ,Los Angeles Lakers,Alternate,Los Angeles Lakers Alternate,#ffffff,,Philadelphia 76ers,Alternate,Philadelphia 76ers Alternate,#023DA5,,,
12/29/2013,Sunday ,San Antonio Spurs,Alternate,San Antonio Spurs Alternate,#CDD6DC,,Sacramento Kings,Away,Sacramento Kings Away,#763BBE,,,
12/29/2013,Sunday ,Orlando Magic,Home,Orlando Magic Home,#ffffff,,Atlanta Hawks,Away,Atlanta Hawks Away,#0C2340,,,
12/29/2013,Sunday ,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,Houston Rockets,Away,Houston Rockets Away,#BA0E2F,,,
12/30/2013,Monday ,Denver Nuggets,Alternate,Denver Nuggets Alternate,#FFC72D,,Miami Heat,Away,Miami Heat Away,#000000,,,
12/30/2013,Monday ,Memphis Grizzlies,Home,Memphis Grizzlies Home,#ffffff,,Chicago Bulls,Away,Chicago Bulls Away,#BA0E2F,,,
12/30/2013,Monday ,Utah Jazz,Home,Utah Jazz Home,#ffffff,,Charlotte Hornets,Away,Charlotte Hornets Away,#0C2340,,,
12/30/2013,Monday ,Minnesota Timberwolves,Home,Minnesota Timberwolves Home,#ffffff,,Dallas Mavericks,Alternate,Dallas Mavericks Alternate,#0C2340,,,
12/30/2013,Monday ,Detroit Pistons,Home,Detroit Pistons Home,#ffffff,,Washington Wizards,Away,Washington Wizards Away,#C8102E,,,
12/30/2013,Tuesday ,New Orleans Pelicans,Home,New Orleans Pelicans Home,#ffffff,,Portland Trail Blazers,Away,Portland Trail Blazers Away,#000000,,,
12/30/2013,Tuesday ,Los Angeles Clippers,Home,Los Angeles Clippers Home,#ffffff,,Phoenix Suns,Away,Phoenix Suns Away,#211647,,,
12/31/2013,Tuesday ,Boston Celtics,Home,Boston Celtics Home,#ffffff,,Atlanta Hawks,Alternate,Atlanta Hawks Alternate,#C8102E,,,
12/31/2013,Tuesday ,Orlando Magic,Home,Orlando Magic Home,#ffffff,,Golden State Warriors,Away,Golden State Warriors Away,#023DA5,,,
12/31/2013,Tuesday ,Los Angeles Lakers,Hollywood Nights,Los Angeles Lakers Hollywood Nights,#000000,,Milwaukee Bucks,Home,Milwaukee Bucks Home,#ffffff,,,
12/31/2013,Tuesday ,San Antonio Spurs,Home,San Antonio Spurs Home,#ffffff,,Brooklyn Nets,Away,Brooklyn Nets Away,#000000,,,
12/31/2013,Tuesday ,Chicago Bulls,Home,Chicago Bulls Home,#ffffff,,Toronto Raptors,Alternate,Toronto Raptors Alternate,#000000,,,
12/31/2013,Tuesday ,Indiana Pacers,Home,Indiana Pacers Home,#ffffff,,Cleveland Cavaliers,Away,Cleveland Cavaliers Away,#70263D,,,
12/31/2013,Tuesday ,Houston Rockets,Alternate,Houston Rockets Alternate,#BA0E2F,,Sacramento Kings,Home,Sacramento Kings Home,#ffffff,,,
12/31/2013,Wednesday ,Oklahoma City Thunder,Alternate,Oklahoma City Thunder Alternate,#051D42,,Portland Trail Blazers,Alternate,Portland Trail Blazers Alternate,#C8102E,,,
01/1/2014,Wednesday ,Denver Nuggets,Home,Denver Nuggets Home,#ffffff,,Philadelphia 76ers,Alternate,Philadelphia 76ers Alternate,#023DA5,,,
01/1/2014,Wednesday ,Los Angeles Clippers,Home,Los Angeles Clippers Home,#ffffff,,Charlotte Hornets,Away,Charlotte Hornets Away,#0C2340,,,
01/1/2014,Wednesday ,Washington Wizards,Home,Washington Wizards Home,#ffffff,,Dallas Mavericks,Alternate,Dallas Mavericks Alternate,#0C2340,,,
01/1/2014,Thursday ,Toronto Raptors,Home,Toronto Raptors Home,#ffffff,,Indiana Pacers,Away,Indiana Pacers Away,#051D42,,,
01/1/2014,Thursday ,Minnesota Timberwolves,Home,Minnesota Timberwolves Home,#ffffff,,New Orleans Pelicans,Away,New Orleans Pelicans Away,#0C2340,,,
01/2/2014,Thursday ,Utah Jazz,Home,Utah Jazz Home,#ffffff,,Milwaukee Bucks,Alternate,Milwaukee Bucks Alternate,#A7192E,,,
01/2/2014,Thursday ,Miami Heat,Home,Miami Heat Home,#ffffff,,Golden State Warriors,Away,Golden State Warriors Away,#023DA5,,,
01/2/2014,Thursday ,San Antonio Spurs,Home,San Antonio Spurs Home,#ffffff,,New York Knicks,Away,New York Knicks Away,#023DA5,,,
01/2/2014,Thursday ,Chicago Bulls,Home,Chicago Bulls Home,#ffffff,,Boston Celtics,Away,Boston Celtics Away,#007A34,,,
01/2/2014,Thursday ,Cleveland Cavaliers,Alternate,Cleveland Cavaliers Alternate,#FFB81D,,Orlando Magic,Away,Orlando Magic Away,#0257B7,,,
01/2/2014,Thursday ,Phoenix Suns,Home,Phoenix Suns Home,#ffffff,,Memphis Grizzlies,Alternate,Memphis Grizzlies Alternate,#7D9CC0,,,
01/2/2014,Thursday ,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,Brooklyn Nets,Away,Brooklyn Nets Away,#000000,,,
01/2/2014,Thursday ,Portland Trail Blazers,Home,Portland Trail Blazers Home,#ffffff,,Charlotte Hornets,Away,Charlotte Hornets Away,#0C2340,,,
01/2/2014,Friday ,Sacramento Kings,Home,Sacramento Kings Home,#ffffff,,Philadelphia 76ers,Alternate,Philadelphia 76ers Alternate,#023DA5,,,
01/3/2014,Friday ,Boston Celtics,Home,Boston Celtics Home,#ffffff,,New Orleans Pelicans,Away,New Orleans Pelicans Away,#0C2340,,,
01/3/2014,Friday ,Atlanta Hawks,Home,Atlanta Hawks Home,#ffffff,,Golden State Warriors,Away,Golden State Warriors Away,#023DA5,,,
01/3/2014,Friday ,Los Angeles Lakers,Home,Los Angeles Lakers Home,#FFC72D,,Utah Jazz,Away,Utah Jazz Away,#0B2F51,,,
01/3/2014,Friday ,Denver Nuggets,Alternate,Denver Nuggets Alternate,#FFC72D,,Memphis Grizzlies,Alternate,Memphis Grizzlies Alternate,#7D9CC0,,,
01/3/2014,Friday ,Dallas Mavericks,Home,Dallas Mavericks Home,#ffffff,,Los Angeles Clippers,Away,Los Angeles Clippers Away,#D50132,,,
01/3/2014,Friday ,Houston Rockets,Home,Houston Rockets Home,#ffffff,,New York Knicks,Away,New York Knicks Away,#023DA5,,,
01/3/2014,Saturday ,Washington Wizards,Home,Washington Wizards Home,#ffffff,,Toronto Raptors,Away,Toronto Raptors Away,#BA0E2F,,,
01/4/2014,Saturday ,Phoenix Suns,Home,Phoenix Suns Home,#ffffff,,Milwaukee Bucks,Alternate,Milwaukee Bucks Alternate,#A7192E,,,
01/4/2014,Saturday ,San Antonio Spurs,Alternate,San Antonio Spurs Alternate,#CDD6DC,,Los Angeles Clippers,Away,Los Angeles Clippers Away,#D50132,,,
01/4/2014,Saturday ,Orlando Magic,Alternate,Orlando Magic Alternate,#000000,,Miami Heat,Home,Miami Heat Home,#ffffff,,,
01/4/2014,Saturday ,Brooklyn Nets,Home,Brooklyn Nets Home,#ffffff,,Cleveland Cavaliers,Away,Cleveland Cavaliers Away,#70263D,,,
01/4/2014,Saturday ,Chicago Bulls,Home,Chicago Bulls Home,#ffffff,,Atlanta Hawks,Away,Atlanta Hawks Away,#0C2340,,,
01/4/2014,Saturday ,Sacramento Kings,Home,Sacramento Kings Home,#ffffff,,Charlotte Hornets,Away,Charlotte Hornets Away,#0C2340,,,
01/4/2014,Sunday ,Indiana Pacers,Home,Indiana Pacers Home,#ffffff,,New Orleans Pelicans,Away,New Orleans Pelicans Away,#0C2340,,,
01/4/2014,Sunday ,Minnesota Timberwolves,Home,Minnesota Timberwolves Home,#ffffff,,Oklahoma City Thunder,Alternate,Oklahoma City Thunder Alternate,#051D42,,,
01/4/2014,Sunday ,Portland Trail Blazers,Home,Portland Trail Blazers Home,#ffffff,,Philadelphia 76ers,Alternate,Philadelphia 76ers Alternate,#023DA5,,,
01/5/2014,Sunday ,Oklahoma City Thunder,Alternate,Oklahoma City Thunder Alternate,#051D42,,Boston Celtics,Home,Boston Celtics Home,#ffffff,,,
01/5/2014,Sunday ,Los Angeles Lakers,Alternate,Los Angeles Lakers Alternate,#ffffff,,Denver Nuggets,Away,Denver Nuggets Away,#438FDE,,,
01/5/2014,Sunday ,Washington Wizards,Home,Washington Wizards Home,#ffffff,,Golden State Warriors,Away,Golden State Warriors Away,#023DA5,,,
01/5/2014,Sunday ,Miami Heat,Home,Miami Heat Home,#ffffff,,Toronto Raptors,Away,Toronto Raptors Away,#BA0E2F,,,
01/5/2014,Sunday ,Cleveland Cavaliers,Alternate,Cleveland Cavaliers Alternate,#FFB81D,,Indiana Pacers,Away,Indiana Pacers Away,#051D42,,,
01/5/2014,Sunday ,Detroit Pistons,Alternate,Detroit Pistons Alternate,#051D42,,Memphis Grizzlies,Home,Memphis Grizzlies Home,#ffffff,,,
01/5/2014,Sunday ,Dallas Mavericks,Home,Dallas Mavericks Home,#ffffff,,New York Knicks,Away,New York Knicks Away,#023DA5,,,
01/6/2014,Monday ,Brooklyn Nets,Home,Brooklyn Nets Home,#ffffff,,Atlanta Hawks,Alternate,Atlanta Hawks Alternate,#C8102E,,,
01/6/2014,Tuesday ,Philadelphia 76ers,Home,Philadelphia 76ers Home,#ffffff,,Minnesota Timberwolves,Away,Minnesota Timberwolves Away,#25608F,,,
01/6/2014,Tuesday ,Los Angeles Clippers,Home,Los Angeles Clippers Home,#ffffff,,Orlando Magic,Alternate,Orlando Magic Alternate,#000000,,,
01/7/2014,Tuesday ,Milwaukee Bucks,Home,Milwaukee Bucks Home,#ffffff,,Golden State Warriors,Away,Golden State Warriors Away,#023DA5,,,
01/7/2014,Tuesday ,Denver Nuggets,Home,Denver Nuggets Home,#ffffff,,Boston Celtics,Alternate,Boston Celtics Alternate,#007A34,,,
01/7/2014,Tuesday ,Dallas Mavericks,Home,Dallas Mavericks Home,#ffffff,,Los Angeles Lakers,Away,Los Angeles Lakers Away,#702F8B,,,
01/7/2014,Tuesday ,Memphis Grizzlies,Home,Memphis Grizzlies Home,#ffffff,,San Antonio Spurs,Away,San Antonio Spurs Away,#000000,,,
01/7/2014,Tuesday ,Chicago Bulls,Home,Chicago Bulls Home,#ffffff,,Phoenix Suns,Away,Phoenix Suns Away,#211647,,,
01/7/2014,Tuesday ,Miami Heat,Home,Miami Heat Home,#ffffff,,New Orleans Pelicans,Away,New Orleans Pelicans Away,#0C2340,,,
01/7/2014,Tuesday ,Cleveland Cavaliers,Home,Cleveland Cavaliers Home,#ffffff,,Philadelphia 76ers,Alternate,Philadelphia 76ers Alternate,#023DA5,,,
01/7/2014,Tuesday ,Charlotte Hornets,Home,Charlotte Hornets Home,#ffffff,,Washington Wizards,Away,Washington Wizards Away,#C8102E,,,
01/7/2014,Tuesday ,New York Knicks,Home,New York Knicks Home,#ffffff,,Detroit Pistons,Away,Detroit Pistons Away,#023DA5,,,
01/7/2014,Wednesday ,Indiana Pacers,Home,Indiana Pacers Home,#ffffff,,Toronto Raptors,Alternate,Toronto Raptors Alternate,#000000,,,
01/7/2014,Wednesday ,Utah Jazz,Home,Utah Jazz Home,#ffffff,,Oklahoma City Thunder,Away,Oklahoma City Thunder Away,#0472CF,,,
01/7/2014,Wednesday ,Sacramento Kings,Home,Sacramento Kings Home,#ffffff,,Portland Trail Blazers,Alternate,Portland Trail Blazers Alternate,#C8102E,,,
01/8/2014,Wednesday ,Los Angeles Clippers,Home,Los Angeles Clippers Home,#ffffff,,Boston Celtics,Alternate,Boston Celtics Alternate,#007A34,,,
01/8/2014,Wednesday ,Brooklyn Nets,Home,Brooklyn Nets Home,#ffffff,,Golden State Warriors,Away,Golden State Warriors Away,#023DA5,,,
01/8/2014,Wednesday ,Houston Rockets,Home,Houston Rockets Home,#ffffff,,Los Angeles Lakers,Away,Los Angeles Lakers Away,#702F8B,,,
01/8/2014,Wednesday ,San Antonio Spurs,Home,San Antonio Spurs Home,#ffffff,,Dallas Mavericks,Alternate,Dallas Mavericks Alternate,#0C2340,,,
01/8/2014,Wednesday ,Atlanta Hawks,Home,Atlanta Hawks Home,#ffffff,,Indiana Pacers,Away,Indiana Pacers Away,#051D42,,,
01/8/2014,Wednesday ,Toronto Raptors,Home,Toronto Raptors Home,#ffffff,,Detroit Pistons,Away,Detroit Pistons Away,#023DA5,,,
